,negative,positive,uncertainty,litigious,constraining,interesting,word
19289,True,False,False,False,False,False,DEMOLISH
19290,True,False,False,False,False,False,DEMOLISHED
19291,True,False,False,False,False,False,DEMOLISHES
19292,True,False,False,False,False,False,DEMOLISHING
19293,True,False,False,False,False,False,DEMOLITION
19294,True,False,False,False,False,False,DEMOLITIONS
19331,True,False,False,False,False,False,DEMOTE
19332,True,False,False,False,False,False,DEMOTED
19333,True,False,False,False,False,False,DEMOTES
19335,True,False,False,False,False,False,DEMOTING
19336,True,False,False,False,False,False,DEMOTION
19337,True,False,False,False,False,False,DEMOTIONS
19351,False,False,False,True,False,False,DEMURRED
19352,False,False,False,True,False,False,DEMURRER
19353,False,False,False,True,False,False,DEMURRERS
19354,False,False,False,True,False,False,DEMURRING
19355,False,False,False,True,False,False,DEMURS
19379,True,False,False,False,False,False,DENIAL
19380,True,False,False,False,False,False,DENIALS
19381,True,False,False,False,False,False,DENIED
19384,True,False,False,False,False,False,DENIES
19385,True,False,False,False,False,False,DENIGRATE
19386,True,False,False,False,False,False,DENIGRATED
19387,True,False,False,False,False,False,DENIGRATES
19388,True,False,False,False,False,False,DENIGRATING
19389,True,False,False,False,False,False,DENIGRATION
19460,True,False,False,False,False,False,DENY
19461,True,False,False,False,False,False,DENYING
19488,False,False,True,False,True,False,DEPEND
19490,False,True,False,False,False,False,DEPENDABILITY
19491,False,True,False,False,False,False,DEPENDABLE
19493,False,False,False,False,True,False,DEPENDANCE
19494,False,False,False,False,True,False,DEPENDANCES
19495,False,False,False,False,True,False,DEPENDANT
19497,False,False,True,False,False,False,DEPENDED
19498,False,False,True,False,False,False,DEPENDENCE
19500,False,False,True,False,True,False,DEPENDENCIES
19501,False,False,True,False,False,False,DEPENDENCY
19502,False,False,True,False,True,False,DEPENDENT
19505,False,False,True,False,True,False,DEPENDING
19506,False,False,True,False,True,False,DEPENDS
19524,True,False,False,False,False,False,DEPLETE
19525,True,False,False,False,False,False,DEPLETED
19526,True,False,False,False,False,False,DEPLETES
19527,True,False,False,False,False,False,DEPLETING
19528,True,False,False,False,False,False,DEPLETION
19529,True,False,False,False,False,False,DEPLETIONS
19571,False,False,False,True,False,False,DEPOSE
19572,False,False,False,True,False,False,DEPOSED
19573,False,False,False,True,False,False,DEPOSES
19574,False,False,False,True,False,False,DEPOSING
19580,False,False,False,True,False,False,DEPOSITION
19581,False,False,False,True,False,False,DEPOSITIONAL
19582,False,False,False,True,False,False,DEPOSITIONS
19600,True,False,False,False,False,False,DEPRECATION
19612,True,False,False,False,False,False,DEPRESS
19615,True,False,False,False,False,False,DEPRESSED
19616,True,False,False,False,False,False,DEPRESSES
19617,True,False,False,False,False,False,DEPRESSING
19630,True,False,False,False,False,False,DEPRIVATION
19632,True,False,False,False,False,False,DEPRIVE
19633,True,False,False,False,False,False,DEPRIVED
19634,True,False,False,False,False,False,DEPRIVES
19635,True,False,False,False,False,False,DEPRIVING
19690,True,False,False,False,False,False,DERELICT
19691,True,False,False,False,False,False,DERELICTION
19728,False,False,False,True,False,False,DEROGATE
19729,False,False,False,True,False,False,DEROGATED
19730,False,False,False,True,False,False,DEROGATES
19731,False,False,False,True,False,False,DEROGATING
19732,False,False,False,True,False,False,DEROGATION
19733,False,False,False,True,False,False,DEROGATIONS
19735,True,False,False,False,False,False,DEROGATORY
19846,False,False,False,True,False,False,DESIGNATOR
19857,False,True,False,False,False,False,DESIRABLE
19862,False,True,False,False,False,False,DESIRED
19866,False,False,False,True,False,False,DESIST
19909,False,True,False,False,False,False,DESPITE
19934,True,False,False,False,False,False,DESTABILIZATION
19936,True,False,False,False,False,False,DESTABILIZE
19937,True,False,False,False,False,False,DESTABILIZED
19939,True,False,True,False,False,False,DESTABILIZING
19943,False,True,False,False,False,False,DESTINED
19952,True,False,False,False,False,False,DESTROY
19953,True,False,False,False,False,False,DESTROYED
19954,False,False,False,False,False,True,DESTROYER
19956,True,False,False,False,False,False,DESTROYING
19957,True,False,False,False,False,False,DESTROYS
19964,True,False,False,False,False,False,DESTRUCTION
19966,True,False,False,False,False,False,DESTRUCTIVE
19987,True,False,False,False,False,False,DETAIN
19988,True,False,False,False,False,False,DETAINED
19991,False,False,False,True,False,False,DETAINER
20011,True,False,False,False,False,False,DETENTION
20012,True,False,False,False,False,False,DETENTIONS
20013,True,False,False,False,False,False,DETER
20016,True,False,False,False,False,False,DETERIORATE
20017,True,False,False,False,False,False,DETERIORATED
20018,True,False,False,False,False,False,DETERIORATES
20019,True,False,False,False,False,False,DETERIORATING
20020,True,False,False,False,False,False,DETERIORATION
20021,True,False,False,False,False,False,DETERIORATIONS
20041,True,False,False,False,False,False,DETERRED
20042,True,False,False,False,False,False,DETERRENCE
20043,True,False,False,False,False,False,DETERRENCES
20044,True,False,False,False,False,False,DETERRENT
20045,True,False,False,False,False,False,DETERRENTS
20046,True,False,False,False,False,False,DETERRING
20047,True,False,False,False,False,False,DETERS
20084,True,False,False,False,False,False,DETRACT
20085,True,False,False,False,False,False,DETRACTED
20086,True,False,False,False,False,False,DETRACTING
20092,True,False,False,False,False,False,DETRIMENT
20093,True,False,False,False,False,False,DETRIMENTAL
20094,True,False,False,False,False,False,DETRIMENTALLY
20095,True,False,False,False,False,False,DETRIMENTS
20103,True,False,False,False,False,False,DEVALUE
20104,True,False,False,False,False,False,DEVALUED
20105,True,False,False,False,False,False,DEVALUES
20106,True,False,False,False,False,False,DEVALUING
20107,True,False,False,False,False,False,DEVASTATE
20108,True,False,False,False,False,False,DEVASTATED
20110,True,False,False,False,False,False,DEVASTATING
20112,True,False,False,False,False,False,DEVASTATION
20133,True,False,True,False,False,False,DEVIATE
20134,True,False,True,False,False,False,DEVIATED
20135,True,False,True,False,False,False,DEVIATES
20136,True,False,True,False,False,False,DEVIATING
20137,True,False,True,False,False,False,DEVIATION
20138,True,False,True,False,False,False,DEVIATIONS
20164,False,False,False,True,False,False,DEVISEES
20174,True,False,False,False,False,False,DEVOLVE
20175,True,False,False,False,False,False,DEVOLVED
20176,True,False,False,False,False,False,DEVOLVES
20177,True,False,False,False,False,False,DEVOLVING
20242,False,False,False,False,False,True,DIAGNOSED
20353,False,False,False,False,True,False,DICTATE
20354,False,False,False,False,True,False,DICTATED
20355,False,False,False,False,True,False,DICTATES
20356,False,False,False,False,True,False,DICTATING
20384,False,False,False,False,False,True,DIE
20385,False,False,False,False,False,True,DIED
20393,False,False,False,False,False,True,DIES
20412,False,False,True,False,False,False,DIFFER
20413,False,False,True,False,False,False,DIFFERED
20429,False,False,True,False,False,False,DIFFERING
20430,False,False,True,False,False,False,DIFFERS
20431,True,False,False,False,False,False,DIFFICULT
20432,True,False,False,False,False,False,DIFFICULTIES
20433,True,False,False,False,False,False,DIFFICULTLY
20434,True,False,False,False,False,False,DIFFICULTY
20527,False,True,False,False,False,False,DILIGENT
20528,False,True,False,False,False,False,DILIGENTLY
20554,True,False,False,False,False,False,DIMINISH
20555,True,False,False,False,False,False,DIMINISHED
20556,True,False,False,False,False,False,DIMINISHES
20557,True,False,False,False,False,False,DIMINISHING
20562,True,False,False,False,False,False,DIMINUTION
20699,False,False,False,False,True,False,DIRECTIVE
20700,False,False,False,False,True,False,DIRECTIVES
20741,False,False,False,False,False,True,DISABLED
20750,True,False,False,False,False,False,DISADVANTAGE
20751,True,False,False,False,False,False,DISADVANTAGED
20752,True,False,False,False,False,False,DISADVANTAGEOUS
20754,True,False,False,False,False,False,DISADVANTAGES
20766,True,False,False,True,False,False,DISAFFILIATION
20768,False,False,False,True,False,False,DISAFFIRM
20769,False,False,False,True,False,False,DISAFFIRMANCE
20771,False,False,False,True,False,False,DISAFFIRMED
20772,False,False,False,True,False,False,DISAFFIRMS
20778,True,False,False,False,False,False,DISAGREE
20779,True,False,False,False,False,False,DISAGREEABLE
20783,True,False,False,False,False,False,DISAGREED
20784,True,False,False,False,False,False,DISAGREEING
20785,True,False,False,False,False,False,DISAGREEMENT
20786,True,False,False,False,False,False,DISAGREEMENTS
20787,True,False,False,False,False,False,DISAGREES
20788,True,False,False,False,False,False,DISALLOW
20790,True,False,False,False,False,False,DISALLOWANCE
20791,True,False,False,False,False,False,DISALLOWANCES
20792,True,False,False,False,False,False,DISALLOWED
20793,True,False,False,False,False,False,DISALLOWING
20794,True,False,False,False,False,False,DISALLOWS
20795,True,False,False,False,False,False,DISAPPEAR
20796,True,False,False,False,False,False,DISAPPEARANCE
20797,True,False,False,False,False,False,DISAPPEARANCES
20798,True,False,False,False,False,False,DISAPPEARED
20799,True,False,False,False,False,False,DISAPPEARING
20800,True,False,False,False,False,False,DISAPPEARS
20801,True,False,False,False,False,False,DISAPPOINT
20802,True,False,False,False,False,False,DISAPPOINTED
20803,True,False,False,False,False,False,DISAPPOINTING
20804,True,False,False,False,False,False,DISAPPOINTINGLY
20805,True,False,False,False,False,False,DISAPPOINTMENT
20806,True,False,False,False,False,False,DISAPPOINTMENTS
20807,True,False,False,False,False,False,DISAPPOINTS
20810,True,False,False,False,False,False,DISAPPROVAL
20811,True,False,False,False,False,False,DISAPPROVALS
20812,True,False,False,False,False,False,DISAPPROVE
20813,True,False,False,False,False,False,DISAPPROVED
20814,True,False,False,False,False,False,DISAPPROVES
20815,True,False,False,False,False,False,DISAPPROVING
20841,True,False,False,False,False,False,DISASSOCIATES
20842,True,False,False,False,False,False,DISASSOCIATING
20843,True,False,False,False,False,False,DISASSOCIATION
20844,True,False,False,False,False,False,DISASSOCIATIONS
20845,True,False,False,False,False,False,DISASTER
20846,True,False,False,False,False,False,DISASTERS
20847,True,False,False,False,False,False,DISASTROUS
20848,True,False,False,False,False,False,DISASTROUSLY
20849,True,False,False,False,False,False,DISAVOW
20850,True,False,False,False,False,False,DISAVOWAL
20852,True,False,False,False,False,False,DISAVOWED
20853,True,False,False,False,False,False,DISAVOWING
20854,True,False,False,False,False,False,DISAVOWS
20910,True,False,False,False,False,False,DISCIPLINARY
20915,True,False,False,False,False,False,DISCLAIM
20916,True,False,False,False,False,False,DISCLAIMED
20917,True,False,False,False,False,False,DISCLAIMER
20918,True,False,False,False,False,False,DISCLAIMERS
20919,True,False,False,False,False,False,DISCLAIMING
20920,True,False,False,False,False,False,DISCLAIMS
20922,True,False,False,False,False,False,DISCLOSE
20923,True,False,False,False,False,False,DISCLOSED
20925,True,False,False,False,False,False,DISCLOSES
20926,True,False,False,False,False,False,DISCLOSING
20993,True,False,False,False,False,False,DISCONTINUANCE
20994,True,False,False,False,False,False,DISCONTINUANCES
20995,True,False,False,False,False,False,DISCONTINUATION
20996,True,False,False,False,False,False,DISCONTINUATIONS
20997,True,False,False,False,False,False,DISCONTINUE
20998,True,False,False,False,False,False,DISCONTINUED
20999,True,False,False,False,False,False,DISCONTINUES
21000,True,False,False,False,False,False,DISCONTINUING
21026,True,False,False,False,False,False,DISCOURAGE
21027,True,False,False,False,False,False,DISCOURAGED
21030,True,False,False,False,False,False,DISCOURAGES
21031,True,False,False,False,False,False,DISCOURAGING
21041,False,False,False,False,False,True,DISCOVER
21050,True,False,False,False,False,False,DISCREDIT
21053,True,False,False,False,False,False,DISCREDITED
21054,True,False,False,False,False,False,DISCREDITING
21055,True,False,False,False,False,False,DISCREDITS
21062,True,False,False,False,False,False,DISCREPANCIES
21063,True,False,False,False,False,False,DISCREPANCY
21104,False,False,False,False,False,True,DISEASED
21170,True,False,False,False,False,False,DISFAVOR
21171,True,False,False,False,False,False,DISFAVORED
21172,True,False,False,False,False,False,DISFAVORING
21173,True,False,False,False,False,False,DISFAVORS
21188,True,False,False,False,False,False,DISGORGE
21189,True,False,False,False,False,False,DISGORGED
21190,True,False,False,False,False,False,DISGORGEMENT
21191,True,False,False,False,False,False,DISGORGEMENTS
21192,True,False,False,False,False,False,DISGORGES
21193,True,False,False,False,False,False,DISGORGING
21194,True,False,False,False,False,False,DISGRACE
21196,True,False,False,False,False,False,DISGRACEFUL
21197,True,False,False,False,False,False,DISGRACEFULLY
21242,True,False,False,False,False,False,DISHONEST
21244,True,False,False,False,False,False,DISHONESTLY
21245,True,False,False,False,False,False,DISHONESTY
21246,True,False,False,False,False,False,DISHONOR
21247,True,False,False,False,False,False,DISHONORABLE
21248,True,False,False,False,False,False,DISHONORABLY
21249,True,False,False,False,False,False,DISHONORED
21250,True,False,False,False,False,False,DISHONORING
21251,True,False,False,False,False,False,DISHONORS
21272,True,False,False,False,False,False,DISINCENTIVES
21307,True,False,False,False,False,False,DISINTERESTED
21308,True,False,False,False,False,False,DISINTERESTEDLY
21309,True,False,False,False,False,False,DISINTERESTEDNESS
21347,True,False,False,False,False,False,DISLOYAL
21348,True,False,False,False,False,False,DISLOYALLY
21350,True,False,False,False,False,False,DISLOYALTY
21351,True,False,False,False,False,False,DISMAL
21352,True,False,False,False,False,False,DISMALLY
21370,True,False,False,False,False,False,DISMISS
21371,True,False,False,False,False,False,DISMISSAL
21372,True,False,False,False,False,False,DISMISSALS
21373,True,False,False,False,False,False,DISMISSED
21374,True,False,False,False,False,False,DISMISSES
21375,True,False,False,False,False,False,DISMISSING
21399,True,False,False,False,False,False,DISORDERLY
21421,True,False,False,False,False,False,DISPARAGE
21422,True,False,False,False,False,False,DISPARAGED
21423,True,False,False,False,False,False,DISPARAGEMENT
21424,True,False,False,False,False,False,DISPARAGEMENTS
21425,True,False,False,False,False,False,DISPARAGES
21426,True,False,False,False,False,False,DISPARAGING
21427,True,False,False,False,False,False,DISPARAGINGLY
21430,True,False,False,False,False,False,DISPARITIES
21431,True,False,False,False,False,False,DISPARITY
21472,True,False,False,False,False,False,DISPLACE
21473,True,False,False,False,False,False,DISPLACED
21474,True,False,False,False,False,False,DISPLACEMENT
21475,True,False,False,False,False,False,DISPLACEMENTS
21476,True,False,False,False,False,False,DISPLACES
21477,True,False,False,False,False,False,DISPLACING
21496,True,False,False,False,False,False,DISPOSE
21504,False,False,False,True,False,False,DISPOSITIVE
21505,True,False,False,False,False,False,DISPOSSESS
21506,True,False,False,False,False,False,DISPOSSESSED
21507,True,False,False,False,False,False,DISPOSSESSES
21508,True,False,False,False,False,False,DISPOSSESSING
21509,False,False,False,True,False,False,DISPOSSESSION
21511,False,False,False,True,False,False,DISPOSSESSORY
21518,True,False,False,False,False,False,DISPROPORTION
21519,True,False,False,False,False,False,DISPROPORTIONAL
21521,True,False,False,False,False,False,DISPROPORTIONATE
21522,True,False,False,False,False,False,DISPROPORTIONATELY
21538,True,False,False,False,False,False,DISPUTE
21539,True,False,False,False,False,False,DISPUTED
21542,True,False,False,False,False,False,DISPUTES
21543,True,False,False,False,False,False,DISPUTING
21544,True,False,False,False,False,False,DISQUALIFICATION
21545,True,False,False,False,False,False,DISQUALIFICATIONS
21546,True,False,False,False,False,False,DISQUALIFIED
21547,True,False,False,False,False,False,DISQUALIFIES
21548,True,False,False,False,False,False,DISQUALIFY
21549,True,False,False,False,False,False,DISQUALIFYING
21558,True,False,False,False,False,False,DISREGARD
21559,True,False,False,False,False,False,DISREGARDED
21561,True,False,False,False,False,False,DISREGARDING
21562,True,False,False,False,False,False,DISREGARDS
21565,True,False,False,False,False,False,DISREPUTABLE
21567,True,False,False,False,False,False,DISREPUTE
21579,True,False,False,False,False,False,DISRUPT
21580,True,False,False,False,False,False,DISRUPTED
21581,True,False,False,False,False,False,DISRUPTING
21582,True,False,False,False,False,False,DISRUPTION
21583,True,False,False,False,False,False,DISRUPTIONS
21584,True,False,False,False,False,False,DISRUPTIVE
21586,True,False,False,False,False,False,DISRUPTS
21588,True,False,False,False,False,False,DISSATISFACTION
21590,True,False,False,False,False,False,DISSATISFIED
21619,True,False,False,False,False,False,DISSENT
21620,True,False,False,False,False,False,DISSENTED
21621,True,False,False,False,False,False,DISSENTER
21622,True,False,False,False,False,False,DISSENTERS
21623,True,False,False,False,False,False,DISSENTING
21624,True,False,False,False,False,False,DISSENTS
21636,True,False,False,False,False,False,DISSIDENT
21637,True,False,False,False,False,False,DISSIDENTS
21669,True,False,False,False,False,False,DISSOLUTION
21670,True,False,False,False,False,False,DISSOLUTIONS
21729,False,True,False,False,False,False,DISTINCTION
21730,False,True,False,False,False,False,DISTINCTIONS
21731,False,True,False,False,False,False,DISTINCTIVE
21732,False,True,False,False,False,False,DISTINCTIVELY
21733,False,True,False,False,False,False,DISTINCTIVENESS
21743,True,False,False,False,False,False,DISTORT
21744,True,False,False,False,False,False,DISTORTED
21745,True,False,False,False,False,False,DISTORTING
21746,True,False,False,False,False,False,DISTORTION
21747,True,False,False,False,False,False,DISTORTIONS
21748,True,False,False,False,False,False,DISTORTS
21749,True,False,False,False,False,False,DISTRACT
21750,True,False,False,False,False,False,DISTRACTED
21752,True,False,False,False,False,False,DISTRACTING
21753,True,False,False,False,False,False,DISTRACTION
21754,True,False,False,False,False,False,DISTRACTIONS
21755,True,False,False,False,False,False,DISTRACTS
21756,False,False,False,True,False,False,DISTRAINT
21759,True,False,False,False,False,False,DISTRESS
21760,True,False,False,False,False,False,DISTRESSED
21768,False,False,False,True,False,False,DISTRIBUTEE
21769,False,False,False,True,False,False,DISTRIBUTEES
21790,True,False,False,False,False,False,DISTURB
21791,True,False,False,False,False,False,DISTURBANCE
21792,True,False,False,False,False,False,DISTURBANCES
21793,True,False,False,False,False,False,DISTURBED
21796,True,False,False,False,False,False,DISTURBING
21797,True,False,False,False,False,False,DISTURBS
21865,True,False,False,False,False,False,DIVERSION
21870,True,False,False,False,False,False,DIVERT
21871,True,False,False,False,False,False,DIVERTED
21875,True,False,False,False,False,False,DIVERTING
21876,True,False,False,False,False,False,DIVERTS
21878,True,False,False,False,False,False,DIVEST
21879,True,False,False,False,False,False,DIVESTED
21880,True,False,False,False,False,False,DIVESTING
21881,True,False,False,False,False,False,DIVESTITURE
21882,True,False,False,False,False,False,DIVESTITURES
21883,True,False,False,False,False,False,DIVESTMENT
21884,True,False,False,False,False,False,DIVESTMENTS
21885,True,False,False,False,False,False,DIVESTS
21924,True,False,False,False,False,False,DIVORCE
21925,True,False,False,False,False,False,DIVORCED
21934,True,False,False,False,False,False,DIVULGE
21935,True,False,False,False,False,False,DIVULGED
21936,True,False,False,False,False,False,DIVULGES
21937,True,False,False,False,False,False,DIVULGING
21976,False,False,False,True,False,False,DOCKET
21977,False,False,False,True,False,False,DOCKETED
21978,False,False,False,True,False,False,DOCKETING
21979,False,False,False,True,False,False,DOCKETS
22194,False,False,False,True,False,False,DONEES
22334,True,False,True,False,False,False,DOUBT
22335,True,False,True,False,False,False,DOUBTED
22338,True,False,True,False,False,False,DOUBTFUL
22348,True,False,True,False,False,False,DOUBTS
22412,True,False,False,False,False,False,DOWNGRADE
22413,True,False,False,False,False,False,DOWNGRADED
22414,True,False,False,False,False,False,DOWNGRADES
22415,True,False,False,False,False,False,DOWNGRADING
22456,True,False,False,False,False,False,DOWNSIZE
22457,True,False,False,False,False,False,DOWNSIZED
22458,True,False,False,False,False,False,DOWNSIZES
22459,True,False,False,False,False,False,DOWNSIZING
22460,True,False,False,False,False,False,DOWNSIZINGS
22472,True,False,False,False,False,False,DOWNTIME
22473,True,False,False,False,False,False,DOWNTIMES
22479,True,False,False,False,False,False,DOWNTURN
22480,True,False,False,False,False,False,DOWNTURNS
22481,True,False,False,False,False,False,DOWNWARD
22482,True,False,False,False,False,False,DOWNWARDS
22541,True,False,False,False,False,False,DRAG
22597,True,False,False,False,False,False,DRASTIC
22598,True,False,False,False,False,False,DRASTICALLY
22611,True,False,False,False,False,False,DRAWBACK
22612,True,False,False,False,False,False,DRAWBACKS
22645,False,True,False,False,False,False,DREAM
22811,False,False,False,False,False,True,DROP
22820,True,False,False,False,False,False,DROPPED
22831,True,False,False,False,False,False,DROUGHT
22832,True,False,False,False,False,False,DROUGHTS
23032,False,False,False,True,False,False,DULY
23134,True,False,False,False,False,False,DURESS
23229,True,False,False,False,False,False,DYSFUNCTION
23230,True,False,False,False,False,False,DYSFUNCTIONAL
23231,True,False,False,False,False,False,DYSFUNCTIONS
23276,False,False,False,False,True,False,EARMARK
23277,False,False,False,False,True,False,EARMARKED
23278,False,False,False,False,True,False,EARMARKING
23279,False,False,False,False,True,False,EARMARKS
23346,False,True,False,False,False,False,EASIER
23348,False,True,False,False,False,False,EASILY
23351,True,False,False,False,False,False,EASING
23364,False,True,False,False,False,False,EASY
23576,False,True,False,False,False,False,EFFECTIVE
23611,False,True,False,False,False,False,EFFICIENCIES
23612,False,True,False,False,False,False,EFFICIENCY
23613,False,True,False,False,False,False,EFFICIENT
23614,False,True,False,False,False,False,EFFICIENTLY
23698,True,False,False,False,False,False,EGREGIOUS
23699,True,False,False,False,False,False,EGREGIOUSLY
23738,False,False,False,True,False,False,EJECTMENT
24057,True,False,False,False,False,False,EMBARGO
24058,True,False,False,False,False,False,EMBARGOED
24059,True,False,False,False,False,False,EMBARGOES
24060,True,False,False,False,False,False,EMBARGOING
24068,True,False,False,False,False,False,EMBARRASS
24069,True,False,False,False,False,False,EMBARRASSED
24070,True,False,False,False,False,False,EMBARRASSES
24071,True,False,False,False,False,False,EMBARRASSING
24073,True,False,False,False,False,False,EMBARRASSMENT
24074,True,False,False,False,False,False,EMBARRASSMENTS
24091,True,False,False,False,False,False,EMBEZZLE
24092,True,False,False,False,False,False,EMBEZZLED
24093,True,False,False,False,False,False,EMBEZZLEMENT
24094,True,False,False,False,False,False,EMBEZZLEMENTS
24095,True,False,False,False,False,False,EMBEZZLER
24097,True,False,False,False,False,False,EMBEZZLES
24098,True,False,False,False,False,False,EMBEZZLING
24234,False,False,False,False,False,True,EMOTIONAL
24297,False,True,False,False,False,False,EMPOWER
24298,False,True,False,False,False,False,EMPOWERED
24299,False,True,False,False,False,False,EMPOWERING
24302,False,True,False,False,False,False,EMPOWERS
24340,False,True,False,False,False,False,ENABLE
24341,False,True,False,False,False,False,ENABLED
24345,False,True,False,False,False,False,ENABLES
24346,False,True,False,False,False,False,ENABLING
24451,False,True,False,False,False,False,ENCOURAGED
24452,False,True,False,False,False,False,ENCOURAGEMENT
24454,False,True,False,False,False,False,ENCOURAGES
24455,False,True,False,False,False,False,ENCOURAGING
24457,True,False,False,False,False,False,ENCROACH
24458,True,False,False,False,False,False,ENCROACHED
24459,True,False,False,False,False,False,ENCROACHES
24460,True,False,False,False,False,False,ENCROACHING
24461,True,False,False,False,False,False,ENCROACHMENT
24462,True,False,False,False,False,False,ENCROACHMENTS
24475,True,False,False,True,True,False,ENCUMBER
24476,True,False,False,True,True,False,ENCUMBERED
24477,True,False,False,True,True,False,ENCUMBERING
24478,True,False,False,True,True,False,ENCUMBERS
24479,True,False,False,True,True,False,ENCUMBRANCE
24480,False,False,False,True,False,False,ENCUMBRANCER
24481,False,False,False,True,False,False,ENCUMBRANCERS
24482,True,False,False,True,True,False,ENCUMBRANCES
24498,True,False,False,False,False,False,ENDANGER
24499,True,False,False,False,False,False,ENDANGERED
24500,True,False,False,False,False,False,ENDANGERING
24501,True,False,False,False,False,False,ENDANGERMENT
24503,True,False,False,False,False,False,ENDANGERS
24544,False,False,False,True,False,False,ENDORSEE
24617,False,False,False,True,False,False,ENFORCEABILITY
24618,False,False,False,True,False,False,ENFORCEABLE
24619,False,False,False,True,False,False,ENFORCEABLY
24678,False,True,False,False,False,False,ENHANCE
24679,False,True,False,False,False,False,ENHANCED
24680,False,True,False,False,False,False,ENHANCEMENT
24681,False,True,False,False,False,False,ENHANCEMENTS
24684,False,True,False,False,False,False,ENHANCES
24685,False,True,False,False,False,False,ENHANCING
24695,True,False,False,False,False,False,ENJOIN
24696,True,False,False,False,False,False,ENJOINED
24697,True,False,False,False,False,False,ENJOINING
24698,True,False,False,False,False,False,ENJOINS
24699,False,True,False,False,False,False,ENJOY
24700,False,True,False,False,False,False,ENJOYABLE
24701,False,True,False,False,False,False,ENJOYABLY
24702,False,True,False,False,False,False,ENJOYED
24703,False,True,False,False,False,False,ENJOYING
24704,False,True,False,False,False,False,ENJOYMENT
24706,False,True,False,False,False,False,ENJOYS
24842,False,False,False,False,True,False,ENTAIL
24843,False,False,False,False,True,False,ENTAILED
24844,False,False,False,False,True,False,ENTAILING
24847,False,False,False,False,True,False,ENTAILS
24894,False,True,False,False,False,False,ENTHUSIASM
24897,False,True,False,False,False,False,ENTHUSIASTIC
24898,False,True,False,False,False,False,ENTHUSIASTICALLY
24960,False,False,False,False,True,False,ENTRENCH
24961,False,False,False,False,True,False,ENTRENCHED
25291,True,False,False,False,False,False,ERODE
25292,True,False,False,False,False,False,ERODED
25293,True,False,False,False,False,False,ERODES
25295,True,False,False,False,False,False,ERODING
25297,True,False,False,False,False,False,EROSION
25311,True,False,False,False,False,False,ERRATIC
25312,True,False,False,False,False,False,ERRATICALLY
25314,True,False,False,False,False,False,ERRED
25315,True,False,False,False,False,False,ERRING
25316,True,False,False,False,False,False,ERRONEOUS
25317,True,False,False,False,False,False,ERRONEOUSLY
25318,True,False,False,False,False,False,ERROR
25319,True,False,False,False,False,False,ERRORS
25320,True,False,False,False,False,False,ERRS
25346,True,False,False,False,False,False,ESCALATE
25347,True,False,False,False,False,False,ESCALATED
25348,True,False,False,False,False,False,ESCALATES
25349,True,False,False,False,False,False,ESCALATING
25380,False,False,False,True,False,False,ESCHEAT
25381,False,False,False,True,False,False,ESCHEATED
25382,False,False,False,True,False,False,ESCHEATMENT
25393,False,False,False,False,True,False,ESCROW
25394,False,False,False,False,True,False,ESCROWED
25395,False,False,False,True,False,False,ESCROWING
25396,False,False,False,False,True,False,ESCROWS
25476,False,False,False,True,False,False,ESTOPPEL
25617,True,False,False,False,False,False,EVADE
25618,True,False,False,False,False,False,EVADED
25621,True,False,False,False,False,False,EVADES
25622,True,False,False,False,False,False,EVADING
25660,True,False,False,False,False,False,EVASION
25661,True,False,False,False,False,False,EVASIONS
25662,True,False,False,False,False,False,EVASIVE
25714,True,False,False,False,False,False,EVICT
25715,True,False,False,False,False,False,EVICTED
25716,True,False,False,False,False,False,EVICTING
25717,True,False,False,False,False,False,EVICTION
25718,True,False,False,False,False,False,EVICTIONS
25719,True,False,False,False,False,False,EVICTS
25725,False,False,False,True,False,False,EVIDENTIAL
25726,False,False,False,True,False,False,EVIDENTIARY
25774,True,False,False,False,False,False,EXACERBATE
25775,True,False,False,False,False,False,EXACERBATED
25776,True,False,False,False,False,False,EXACERBATES
25777,True,False,False,False,False,False,EXACERBATING
25778,True,False,False,False,False,False,EXACERBATION
25779,True,False,False,False,False,False,EXACERBATIONS
25794,True,False,False,False,False,False,EXAGGERATE
25795,True,False,False,False,False,False,EXAGGERATED
25797,True,False,False,False,False,False,EXAGGERATES
25798,True,False,False,False,False,False,EXAGGERATING
25799,True,False,False,False,False,False,EXAGGERATION
25838,False,False,False,True,False,False,EXCEEDANCE
25839,False,False,False,True,False,False,EXCEEDANCES
25841,False,False,False,True,False,False,EXCEEDENCES
25847,False,True,False,False,False,False,EXCELLENCE
25851,False,True,False,False,False,False,EXCELLENT
25853,False,True,False,False,False,False,EXCELLING
25854,False,True,False,False,False,False,EXCELS
25862,False,True,False,False,False,False,EXCEPTIONAL
25863,False,True,False,False,False,False,EXCEPTIONALLY
25873,True,False,False,False,False,False,EXCESSIVE
25874,True,False,False,False,False,False,EXCESSIVELY
25888,False,False,False,True,False,False,EXCISED
25900,False,True,False,False,False,False,EXCITED
25902,False,True,False,False,False,False,EXCITEMENT
25907,False,True,False,False,False,False,EXCITING
25925,False,True,False,False,False,False,EXCLUSIVE
25926,False,True,False,False,False,False,EXCLUSIVELY
25927,False,True,False,False,False,False,EXCLUSIVENESS
25929,False,True,False,False,False,False,EXCLUSIVES
25931,False,True,False,False,False,False,EXCLUSIVITY
25960,True,False,False,True,False,False,EXCULPATE
25961,True,False,False,True,False,False,EXCULPATED
25962,True,False,False,True,False,False,EXCULPATES
25963,True,False,False,True,False,False,EXCULPATING
